,SampleType,Gene,Expression,LogExpression
206,Normal,CSAG1,0.1052,0.043440876244473736
207,Normal,CSAG1,0.4449,0.15983779107110735
208,Normal,CSAG1,0.0,0.0
209,Normal,CSAG1,0.0,0.0
210,Normal,CSAG1,0.4395,0.15821166921410082
211,Normal,CSAG1,0.172,0.06892761168207182
212,Normal,CSAG1,0.0,0.0
213,Normal,CSAG1,0.0,0.0
214,Normal,CSAG1,0.0,0.0
215,Normal,CSAG1,0.0,0.0
216,Normal,CSAG1,0.0,0.0
217,Normal,CSAG1,0.0,0.0
218,Normal,CSAG1,0.0,0.0
219,Normal,CSAG1,0.0,0.0
220,Normal,CSAG1,0.1806,0.07210277888517597
221,Normal,CSAG1,0.0382,0.016281024542830456
222,Normal,CSAG1,0.0,0.0
223,Normal,CSAG1,0.0,0.0
224,Normal,CSAG1,0.0,0.0
225,Normal,CSAG1,0.0,0.0
226,Normal,CSAG1,0.0,0.0
227,Normal,CSAG1,0.0,0.0
228,Normal,CSAG1,0.0,0.0
229,Normal,CSAG1,0.0491,0.020816887028907154
230,Tumor,CSAG2,0.0,0.0
231,Tumor,CSAG2,0.0,0.0
232,Tumor,CSAG2,0.0,0.0
233,Tumor,CSAG2,0.0,0.0
234,Tumor,CSAG2,0.0,0.0
235,Tumor,CSAG2,0.0,0.0
236,Tumor,CSAG2,0.0,0.0
237,Tumor,CSAG2,0.0,0.0
238,Tumor,CSAG2,0.0,0.0
239,Tumor,CSAG2,0.0,0.0
240,Tumor,CSAG2,0.0,0.0
241,Tumor,CSAG2,0.0,0.0
242,Tumor,CSAG2,0.0,0.0
243,Tumor,CSAG2,0.0,0.0
244,Tumor,CSAG2,0.0,0.0
245,Tumor,CSAG2,0.0,0.0
246,Tumor,CSAG2,0.0,0.0
247,Tumor,CSAG2,0.0,0.0
248,Tumor,CSAG2,0.0,0.0
249,Tumor,CSAG2,0.0,0.0
250,Tumor,CSAG2,0.0,0.0
251,Tumor,CSAG2,0.0,0.0
252,Tumor,CSAG2,0.0,0.0
253,Tumor,CSAG2,0.0,0.0
254,Tumor,CSAG2,0.0,0.0
255,Tumor,CSAG2,0.0,0.0
256,Tumor,CSAG2,0.0,0.0
257,Tumor,CSAG2,0.0,0.0
258,Tumor,CSAG2,0.0,0.0
259,Tumor,CSAG2,0.0,0.0
260,Tumor,CSAG2,0.0,0.0
261,Tumor,CSAG2,0.0,0.0
262,Tumor,CSAG2,0.0,0.0
263,Tumor,CSAG2,0.0,0.0
264,Tumor,CSAG2,0.0,0.0
265,Tumor,CSAG2,0.0,0.0
266,Tumor,CSAG2,0.0,0.0
267,Tumor,CSAG2,0.0,0.0
268,Tumor,CSAG2,0.0,0.0
269,Tumor,CSAG2,0.0,0.0
270,Tumor,CSAG2,0.0,0.0
271,Tumor,CSAG2,0.0,0.0
272,Tumor,CSAG2,0.0,0.0
273,Tumor,CSAG2,0.0,0.0
274,Tumor,CSAG2,0.0,0.0
275,Tumor,CSAG2,0.0,0.0
276,Tumor,CSAG2,0.0,0.0
277,Tumor,CSAG2,0.0,0.0
278,Tumor,CSAG2,0.0,0.0
279,Tumor,CSAG2,0.0,0.0
280,Tumor,CSAG2,0.0,0.0
281,Tumor,CSAG2,0.0,0.0
282,Tumor,CSAG2,0.0,0.0
283,Tumor,CSAG2,0.0,0.0
284,Tumor,CSAG2,0.0,0.0
285,Tumor,CSAG2,0.0,0.0
286,Tumor,CSAG2,0.0,0.0
287,Tumor,CSAG2,0.0,0.0
288,Tumor,CSAG2,0.0,0.0
289,Tumor,CSAG2,0.0,0.0
290,Tumor,CSAG2,0.0,0.0
291,Tumor,CSAG2,0.0,0.0
292,Tumor,CSAG2,0.0,0.0
293,Tumor,CSAG2,0.0,0.0
294,Tumor,CSAG2,0.0,0.0
295,Tumor,CSAG2,0.0,0.0
296,Tumor,CSAG2,0.0,0.0
297,Tumor,CSAG2,0.0,0.0
298,Tumor,CSAG2,0.0,0.0
299,Tumor,CSAG2,0.0,0.0
300,Tumor,CSAG2,0.0,0.0
301,Tumor,CSAG2,0.0,0.0
302,Tumor,CSAG2,0.0,0.0
303,Tumor,CSAG2,0.0,0.0
304,Tumor,CSAG2,0.0,0.0
305,Tumor,CSAG2,0.0,0.0
306,Tumor,CSAG2,0.0,0.0
307,Tumor,CSAG2,0.0,0.0
308,Tumor,CSAG2,0.0,0.0
309,Tumor,CSAG2,0.0,0.0
310,Tumor,CSAG2,0.0,0.0
311,Tumor,CSAG2,0.0,0.0
312,Tumor,CSAG2,0.0,0.0
313,Tumor,CSAG2,0.0,0.0
314,Tumor,CSAG2,0.0,0.0
315,Tumor,CSAG2,0.0,0.0
316,Tumor,CSAG2,0.0,0.0
317,Tumor,CSAG2,0.0,0.0
318,Tumor,CSAG2,0.0,0.0
319,Tumor,CSAG2,0.0,0.0
320,Tumor,CSAG2,0.0,0.0
321,Tumor,CSAG2,0.0,0.0
322,Tumor,CSAG2,0.0,0.0
323,Tumor,CSAG2,0.0,0.0
324,Tumor,CSAG2,0.0,0.0
325,Tumor,CSAG2,0.0,0.0
326,Tumor,CSAG2,0.0,0.0
327,Tumor,CSAG2,0.0,0.0
328,Tumor,CSAG2,0.0,0.0
329,Tumor,CSAG2,0.0,0.0
330,Tumor,CSAG2,0.0,0.0
331,Tumor,CSAG2,0.0,0.0
332,Tumor,CSAG2,0.0,0.0
333,Tumor,CSAG2,0.0,0.0
334,Tumor,CSAG2,0.0,0.0
335,Tumor,CSAG2,0.0,0.0
336,Tumor,CSAG2,0.0,0.0
337,Tumor,CSAG2,0.0,0.0
338,Tumor,CSAG2,0.0,0.0
339,Tumor,CSAG2,0.0,0.0
340,Tumor,CSAG2,0.0,0.0
341,Tumor,CSAG2,0.0,0.0
342,Tumor,CSAG2,0.0,0.0
343,Tumor,CSAG2,0.0,0.0
344,Tumor,CSAG2,0.0,0.0
345,Tumor,CSAG2,0.0,0.0
346,Tumor,CSAG2,0.0,0.0
347,Tumor,CSAG2,0.0,0.0
348,Tumor,CSAG2,0.0,0.0
349,Tumor,CSAG2,0.0,0.0
350,Tumor,CSAG2,0.0,0.0
351,Tumor,CSAG2,0.0,0.0
352,Tumor,CSAG2,0.0,0.0
353,Tumor,CSAG2,0.0,0.0
354,Tumor,CSAG2,0.0,0.0
355,Tumor,CSAG2,0.0,0.0
356,Tumor,CSAG2,0.0,0.0
357,Tumor,CSAG2,0.0,0.0
358,Tumor,CSAG2,0.0,0.0
359,Tumor,CSAG2,0.0,0.0
360,Tumor,CSAG2,0.0,0.0
361,Tumor,CSAG2,0.0,0.0
362,Tumor,CSAG2,0.0,0.0
363,Tumor,CSAG2,0.0,0.0
364,Tumor,CSAG2,0.0,0.0
365,Tumor,CSAG2,0.0,0.0
366,Tumor,CSAG2,0.0,0.0
367,Tumor,CSAG2,0.0,0.0
368,Tumor,CSAG2,0.0,0.0
369,Tumor,CSAG2,0.0,0.0
370,Tumor,CSAG2,0.0,0.0
371,Tumor,CSAG2,0.0,0.0
372,Tumor,CSAG2,0.0,0.0
373,Tumor,CSAG2,0.0,0.0
374,Tumor,CSAG2,0.0,0.0
375,Tumor,CSAG2,0.0,0.0
376,Tumor,CSAG2,0.0,0.0
377,Tumor,CSAG2,0.0,0.0
378,Tumor,CSAG2,0.0,0.0
379,Tumor,CSAG2,0.0,0.0
380,Tumor,CSAG2,0.0,0.0
381,Tumor,CSAG2,0.0,0.0
382,Tumor,CSAG2,0.0,0.0
383,Tumor,CSAG2,0.0,0.0
384,Tumor,CSAG2,0.0,0.0
385,Tumor,CSAG2,0.0,0.0
386,Normal,CSAG2,0.0,0.0
387,Normal,CSAG2,0.0,0.0
388,Normal,CSAG2,0.0,0.0
389,Normal,CSAG2,0.0,0.0
390,Normal,CSAG2,0.0,0.0
391,Normal,CSAG2,0.0,0.0
392,Normal,CSAG2,0.0,0.0
393,Normal,CSAG2,0.0,0.0
394,Normal,CSAG2,0.0,0.0
395,Normal,CSAG2,0.0,0.0
396,Normal,CSAG2,0.0,0.0
397,Normal,CSAG2,0.0,0.0
398,Normal,CSAG2,0.0,0.0
399,Normal,CSAG2,0.0,0.0
400,Normal,CSAG2,0.0,0.0
401,Normal,CSAG2,0.0,0.0
402,Normal,CSAG2,0.0,0.0
403,Normal,CSAG2,0.0,0.0
404,Normal,CSAG2,0.0,0.0
405,Normal,CSAG2,0.0,0.0
406,Normal,CSAG2,0.0,0.0
407,Normal,CSAG2,0.0,0.0
408,Normal,CSAG2,0.0,0.0
409,Normal,CSAG2,0.0,0.0
410,Normal,CSAG2,0.0,0.0
411,Normal,CSAG2,0.0,0.0
412,Normal,CSAG2,0.0,0.0
413,Normal,CSAG2,0.0,0.0
414,Normal,CSAG2,0.0,0.0
415,Normal,CSAG2,0.0,0.0
416,Normal,CSAG2,0.0,0.0
417,Normal,CSAG2,0.0,0.0
418,Normal,CSAG2,0.0,0.0
419,Normal,CSAG2,0.0,0.0
420,Normal,CSAG2,0.0,0.0
421,Normal,CSAG2,0.0,0.0
422,Normal,CSAG2,0.0,0.0
423,Normal,CSAG2,0.0,0.0
424,Normal,CSAG2,0.0,0.0
425,Normal,CSAG2,0.0,0.0
426,Normal,CSAG2,0.0,0.0
427,Normal,CSAG2,0.0,0.0
428,Normal,CSAG2,0.0,0.0
429,Normal,CSAG2,0.0,0.0
430,Normal,CSAG2,0.0,0.0
431,Normal,CSAG2,0.0,0.0
432,Normal,CSAG2,0.0,0.0
433,Normal,CSAG2,0.0,0.0
434,Normal,CSAG2,0.0,0.0
435,Normal,CSAG2,0.0,0.0
436,Normal,CSAG2,0.0,0.0
437,Normal,CSAG2,0.0,0.0
438,Normal,CSAG2,0.0,0.0
439,Normal,CSAG2,0.0,0.0
440,Normal,CSAG2,0.0,0.0
441,Normal,CSAG2,0.0,0.0
442,Normal,CSAG2,0.0,0.0
443,Normal,CSAG2,0.0,0.0
444,Normal,CSAG2,0.0,0.0
445,Normal,CSAG2,0.0,0.0
446,Normal,CSAG2,0.0,0.0
447,Normal,CSAG2,0.0,0.0
448,Normal,CSAG2,0.0,0.0
449,Normal,CSAG2,0.0,0.0
450,Normal,CSAG2,0.0,0.0
451,Tumor,CSAG3,0.0,0.0
452,Tumor,CSAG3,0.0,0.0
453,Tumor,CSAG3,0.0,0.0
454,Tumor,CSAG3,0.0,0.0
455,Tumor,CSAG3,0.0,0.0
456,Tumor,CSAG3,0.1302,0.0531553029618795
457,Tumor,CSAG3,0.0,0.0
458,Tumor,CSAG3,0.0763,0.031933340275605474
459,Tumor,CSAG3,0.0,0.0
460,Tumor,CSAG3,0.0,0.0
461,Tumor,CSAG3,0.0904,0.03758584282661715
462,Tumor,CSAG3,0.1148,0.0471969600412666
463,Tumor,CSAG3,0.0,0.0
464,Tumor,CSAG3,0.0,0.0
465,Tumor,CSAG3,0.1059,0.04371585806120636
466,Tumor,CSAG3,0.0,0.0
467,Tumor,CSAG3,0.0,0.0
468,Tumor,CSAG3,0.0565,0.02386950138833217
469,Tumor,CSAG3,0.0,0.0
470,Tumor,CSAG3,0.0,0.0
471,Tumor,CSAG3,0.0624,0.026288062023942276
472,Tumor,CSAG3,0.0,0.0
473,Tumor,CSAG3,0.0409,0.017409008536211017
474,Tumor,CSAG3,0.0,0.0
475,Tumor,CSAG3,0.0605,0.025510672852580647
476,Tumor,CSAG3,0.1523,0.06156556188483855
477,Tumor,CSAG3,0.0,0.0
478,Tumor,CSAG3,0.1163,0.04778092474119653
479,Tumor,CSAG3,0.0,0.0
480,Tumor,CSAG3,0.0,0.0
481,Tumor,CSAG3,0.0,0.0
482,Tumor,CSAG3,0.0,0.0
483,Tumor,CSAG3,0.0,0.0
484,Tumor,CSAG3,0.0,0.0
485,Tumor,CSAG3,0.0,0.0
486,Tumor,CSAG3,0.0,0.0
487,Tumor,CSAG3,0.0,0.0
488,Tumor,CSAG3,0.0,0.0
489,Tumor,CSAG3,0.0,0.0
490,Tumor,CSAG3,0.149,0.060320028688285184
491,Tumor,CSAG3,0.0,0.0
492,Tumor,CSAG3,0.1314,0.0536161744043904
493,Tumor,CSAG3,0.0,0.0
494,Tumor,CSAG3,0.0673,0.028286509426277508
495,Tumor,CSAG3,0.0,0.0
496,Tumor,CSAG3,0.0,0.0
497,Tumor,CSAG3,0.0,0.0
498,Tumor,CSAG3,0.0,0.0
499,Tumor,CSAG3,0.0,0.0
500,Tumor,CSAG3,0.0,0.0
501,Tumor,CSAG3,0.0,0.0
502,Tumor,CSAG3,0.0,0.0
503,Tumor,CSAG3,0.0,0.0
504,Tumor,CSAG3,0.0,0.0
505,Tumor,CSAG3,0.0,0.0
506,Tumor,CSAG3,0.0,0.0
507,Tumor,CSAG3,0.0,0.0
508,Tumor,CSAG3,0.0911,0.03786455577437433
509,Tumor,CSAG3,0.0,0.0
510,Tumor,CSAG3,0.0733,0.03072112936046204
511,Tumor,CSAG3,0.0,0.0
512,Tumor,CSAG3,0.0,0.0
513,Tumor,CSAG3,0.0,0.0
514,Tumor,CSAG3,0.1324,0.05399986069306542
515,Tumor,CSAG3,0.0,0.0
516,Tumor,CSAG3,0.0,0.0
517,Tumor,CSAG3,0.0,0.0
518,Tumor,CSAG3,0.0,0.0
519,Tumor,CSAG3,0.0,0.0
520,Tumor,CSAG3,0.0,0.0
521,Tumor,CSAG3,0.071,0.029789470831855614
522,Tumor,CSAG3,0.0,0.0
523,Tumor,CSAG3,0.0,0.0
524,Tumor,CSAG3,0.0,0.0
525,Tumor,CSAG3,0.0,0.0
526,Tumor,CSAG3,0.0,0.0
527,Tumor,CSAG3,0.0,0.0
528,Tumor,CSAG3,0.0,0.0
529,Tumor,CSAG3,0.0,0.0
530,Tumor,CSAG3,0.0,0.0
531,Tumor,CSAG3,0.0,0.0
532,Tumor,CSAG3,0.0,0.0
533,Tumor,CSAG3,0.0,0.0
534,Tumor,CSAG3,0.0895,0.03722723458227439
535,Tumor,CSAG3,0.0,0.0
536,Tumor,CSAG3,0.0,0.0
537,Tumor,CSAG3,0.0,0.0
538,Tumor,CSAG3,0.0589,0.024854948305017822
539,Tumor,CSAG3,0.1071,0.04418685076736365
540,Tumor,CSAG3,0.06,0.02530586526477026
541,Tumor,CSAG3,0.0,0.0
542,Tumor,CSAG3,0.0,0.0
543,Tumor,CSAG3,0.0,0.0
544,Tumor,CSAG3,0.0628,0.026451545738239893
545,Tumor,CSAG3,0.0,0.0
546,Tumor,CSAG3,0.1074,0.044304519175914554
547,Tumor,CSAG3,0.0,0.0
548,Tumor,CSAG3,0.1062,0.0438336541331468
549,Tumor,CSAG3,0.1437,0.05831212110838639
550,Tumor,CSAG3,0.1343,0.05472793208219808
551,Tumor,CSAG3,0.0,0.0
552,Tumor,CSAG3,0.1016,0.04202392724886723
553,Tumor,CSAG3,0.0555,0.023458237643675228
554,Tumor,CSAG3,0.094,0.039017321997412
555,Tumor,CSAG3,0.0,0.0
556,Tumor,CSAG3,0.07,0.029383777685209667
557,Tumor,CSAG3,0.0,0.0
558,Tumor,CSAG3,0.0,0.0
559,Tumor,CSAG3,0.0,0.0
560,Tumor,CSAG3,0.0,0.0
561,Tumor,CSAG3,0.0,0.0
562,Tumor,CSAG3,0.0,0.0
563,Tumor,CSAG3,0.0,0.0
564,Tumor,CSAG3,0.047,0.019946681678842306
565,Tumor,CSAG3,0.0,0.0
566,Tumor,CSAG3,0.0,0.0
567,Tumor,CSAG3,0.0,0.0
568,Tumor,CSAG3,0.0,0.0
569,Tumor,CSAG3,0.0783,0.03273960520949338
570,Tumor,CSAG3,0.0,0.0
571,Tumor,CSAG3,0.0,0.0
572,Tumor,CSAG3,0.0,0.0
573,Tumor,CSAG3,0.0,0.0
574,Tumor,CSAG3,0.0,0.0
575,Tumor,CSAG3,0.0,0.0
576,Tumor,CSAG3,0.1278,0.05223209025233432
577,Tumor,CSAG3,0.0,0.0
578,Tumor,CSAG3,0.0,0.0
579,Tumor,CSAG3,0.0653,0.027471927021277882
580,Tumor,CSAG3,0.0,0.0
581,Tumor,CSAG3,0.0734,0.030761590951016594
582,Tumor,CSAG3,0.0,0.0
583,Tumor,CSAG3,0.0,0.0
584,Tumor,CSAG3,0.0,0.0
585,Tumor,CSAG3,0.0,0.0
586,Tumor,CSAG3,0.0,0.0
587,Tumor,CSAG3,0.0,0.0
588,Tumor,CSAG3,0.0,0.0
589,Tumor,CSAG3,0.0,0.0
590,Tumor,CSAG3,0.0,0.0
591,Tumor,CSAG3,0.0,0.0
592,Tumor,CSAG3,0.0,0.0
593,Tumor,CSAG3,0.0,0.0
594,Tumor,CSAG3,0.0732,0.030680663999901367
595,Tumor,CSAG3,0.0,0.0
596,Tumor,CSAG3,0.0,0.0
597,Tumor,CSAG3,0.0,0.0
598,Tumor,CSAG3,0.0,0.0
599,Tumor,CSAG3,0.0,0.0
600,Tumor,CSAG3,0.0,0.0
601,Tumor,CSAG3,0.0,0.0
602,Tumor,CSAG3,0.0778,0.032538179260006656
603,Tumor,CSAG3,0.0,0.0
604,Tumor,CSAG3,0.0762,0.0318929877104751
605,Tumor,CSAG3,0.0,0.0
606,Tumor,CSAG3,0.135,0.05499586152914153
607,Tumor,CSAG3,0.1017,0.04206334943215606
608,Normal,CSAG3,0.0,0.0
609,Normal,CSAG3,0.0,0.0
610,Normal,CSAG3,0.0,0.0
611,Normal,CSAG3,0.0,0.0
612,Normal,CSAG3,0.0,0.0
613,Normal,CSAG3,0.0,0.0
614,Normal,CSAG3,0.0,0.0
615,Normal,CSAG3,0.0,0.0
616,Normal,CSAG3,0.0,0.0
617,Normal,CSAG3,0.0,0.0
618,Normal,CSAG3,0.0,0.0
619,Normal,CSAG3,0.0,0.0
620,Normal,CSAG3,0.0,0.0
621,Normal,CSAG3,0.0,0.0
622,Normal,CSAG3,0.0,0.0
623,Normal,CSAG3,0.0,0.0
