File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
5f99baa3-2ebd-4c02-b351-6c1a216b5e5f	87c08eb7-bec9-4a4a-a101-716aa9e87cba.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-01719	C3N-01719-04	Primary Tumor
d8354cd0-72cf-4cb5-93e2-62faac900202	aef2534a-1cd0-479a-88b4-9f9f402fe27f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-00598, C3L-00598	C3L-00598-02, C3L-00598-03	Primary Tumor, Primary Tumor
63e60cc9-86d3-454a-b73b-a5e7808c9fb3	1968920e-7a85-404c-87c8-d313f2165440.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01039	C3L-01039-05	Solid Tissue Normal
b8f0878e-05a7-432a-b75d-d455bce64fa8	37791378-64e1-4140-88aa-6a9064164f9e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01039	C3L-01039-05	Solid Tissue Normal
a5e7b01e-7570-4066-9281-c89d59ed6df7	04ceba25-1785-42ac-b14c-dcea3d7c9175.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-03000	C3N-03000-02	Primary Tumor
c374c7df-abc8-49fd-9729-84cd81b570ea	f6bc8bae-d9ce-4bca-9517-fa6a6535f661.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-02606, C3L-02606	C3L-02606-02, C3L-02606-01	Primary Tumor, Primary Tumor
2f42771b-3d0c-4901-b9f9-ca3b61409079	535a71eb-0a32-4490-a401-73edb36949b7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-01380, C3N-01380	C3N-01380-01, C3N-01380-03	Primary Tumor, Primary Tumor
3ac2fc4d-9961-439b-bfd6-44039a0106d4	aefc84ef-6f90-4a13-ada1-964a25d30468.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01052	C3L-01052-02	Primary Tumor
bbb307e1-487b-4a67-9846-8b3e82ac5cde	8d29479c-a76f-4b83-9af4-2f501637165f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-00518	C3N-00518-05	Solid Tissue Normal
f1f92720-506a-4036-a214-32b5150cc95a	3c7b23f1-0cbd-467b-a897-7fd095f96d05.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-01899	C3N-01899-02	Primary Tumor
ff1c75bf-8155-4af3-a51a-c0e2e0d69479	1b91ef76-87e5-4177-9040-3af94f5bf43f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02971	C3N-02971-01	Primary Tumor
1845c68b-cee1-41bf-b40f-e6aa7b96cadc	7c1196a8-f4a4-45b7-9053-8c8021905a63.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-00303	C3N-00303-01	Primary Tumor
931876c5-ddd9-430d-9308-3d6c87963425	91657094-deb8-459a-a61a-048a83b1cd39.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02594	C3N-02594-04	Solid Tissue Normal
d1c8b85f-8db3-4584-94cd-ba8f6752c52f	cdf8a945-a960-4783-850a-3aec0960d376.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02594	C3N-02594-01	Primary Tumor
dff5aeb6-56b7-4a63-accc-376cb831caa0	977b822e-c8c3-4b04-8939-83ab3f222310.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-03629	C3L-03629-02	Primary Tumor
200ef90a-4f90-4e28-ac5f-4e67b9033504	103acc08-1709-44a3-bb93-262d7d50e1f0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01051	C3L-01051-02	Primary Tumor
e89e1fe4-1b5f-4cc6-a933-4ab1aec2995d	63838c66-4547-41ba-ae50-6a11bbd9dbe5.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-00401, C3L-00401, C3L-00401	C3L-00401-02, C3L-00401-03, C3L-00401-01	Primary Tumor, Primary Tumor, Primary Tumor
03b8a3af-c92f-490e-af25-14aa11a0527f	99bbe11f-97ff-4f62-9f9b-8812279b6732.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-02888	C3L-02888-02	Primary Tumor
608ca370-31da-4858-9514-bb20f38aa674	e86e3324-7e76-4e20-bef6-f946dc93e3ec.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-02112, C3L-02112	C3L-02112-02, C3L-02112-03	Primary Tumor, Primary Tumor
9c3bdc6f-d151-4f25-9f7f-fc13fef699b3	ba4aff6a-3378-4b8c-9a2d-5782dc8fab8a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02930	C3N-02930-01	Primary Tumor
3c1c5225-297e-4b84-aada-906330406653	9b9bbcd6-56e4-4517-b3f3-88ebf71f1c24.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02930	C3N-02930-01	Primary Tumor
cc618a12-4a54-4fbe-9ec7-d1c3bf2d16f0	96ce0994-4d78-4deb-aaa7-5d0d66bce288.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-03622	C3L-03622-02	Primary Tumor
273357f8-a10c-40e6-bb7f-0277b35959e1	f10b724d-ee5a-4b4f-8240-34623de3b366.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02930	C3N-02930-03	Solid Tissue Normal
ff8f0dbd-3866-4637-abe0-bf2d32813ef1	a00aac13-4761-4463-8c6e-99ee8db36f1a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-01011	C3N-01011-02	Primary Tumor
e7eb09fb-2bc6-432c-b126-a2c4877991e2	6d3731d0-8c2c-4ba7-a477-720cebcac57b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-04126, C3N-04126	C3N-04126-02, C3N-04126-01	Primary Tumor, Primary Tumor
207af6b7-18c0-4e50-ab25-42cbe507e568	30aea25d-f394-43f7-b9cc-fb4b7b11f441.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02573, C3N-02573	C3N-02573-01, C3N-02573-02	Primary Tumor, Primary Tumor
a55e4f17-c221-4cb6-bd5e-a7705fa5c54b	d21f8282-a29b-4f34-85b2-a22379d11956.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-02463, C3L-02463	C3L-02463-02, C3L-02463-01	Primary Tumor, Primary Tumor
47abea9e-9c1b-432d-b19f-69db8222b8c5	0ac20066-3954-4a36-8ab3-c62a0c32d988.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-01166, C3N-01166	C3N-01166-02, C3N-01166-01	Primary Tumor, Primary Tumor
c43c02ae-3177-40af-9f34-72fe5d48340d	4a27c74b-3c3f-4ae7-8582-ff580a5edd0b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-01168	C3N-01168-02	Primary Tumor
7fc37238-8758-4de4-ac43-b39ecb78644d	219d1438-0079-4e64-bb1e-5b1743720002.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02010	C3N-02010-03	Primary Tumor
d04d6e83-23e7-4223-9c6e-2ae6778c6f15	116a2618-9c1a-4942-b64a-b269d87d6422.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-00928	C3L-00928-03	Primary Tumor
f2a1ce86-7a97-4767-ab75-3879ee1e11c4	c835f9ef-30b4-415a-b09e-b218f6b04ae4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02590	C3N-02590-01	Primary Tumor
f8b0eadd-2ffc-4cac-9d43-cb62f41c9206	594b84e7-91e3-4204-9949-1483d03781c6.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02996	C3N-02996-04	Solid Tissue Normal
79ee02ca-18d9-40ee-8fb1-3b80fcf34035	037d4b7e-4721-42d1-8a21-e99c6007ca15.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01124	C3L-01124-01	Primary Tumor
6cc1ec94-2b9e-44e1-a8f2-95cde672dffc	489e748d-89a5-4e86-8324-f4e190d9465d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-04283	C3N-04283-04	Solid Tissue Normal
7bff4432-d6da-4114-bbd2-6b4859d76d0c	592160ba-db82-4ab3-b194-2728d7b3bee4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-04473	C3L-04473-01	Primary Tumor
f703695e-1200-4c1b-ad92-1db6c1ac6f44	5d62f4eb-867f-4d87-af2d-95e4bf998cf7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01037	C3L-01037-01	Primary Tumor
f3678f55-4c8a-42d9-90b2-b84b7de28d20	e70c141d-f705-462e-bd20-987c3cfbab7b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02696	C3N-02696-02	Primary Tumor
da540c49-94d7-4a98-9e1b-d4212030de9a	a2888422-d15e-46be-aa7a-19d02c9601c5.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-04282	C3N-04282-01	Primary Tumor
73a962fc-09d5-49ae-8704-e38d49d5227a	a445b599-2aa0-4160-ba57-8355e176d063.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-03754	C3N-03754-01	Primary Tumor
cd845b45-a675-4e48-a754-4f93a89923b5	e1fa9d07-ccd9-467b-9bbc-440eb84d3e2a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-03395	C3L-03395-02	Primary Tumor
64870eff-9ec5-42b0-9a01-03ed41bd5fa0	1804daa2-1de9-4328-a7b5-cdbfab3edd5a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-01898	C3N-01898-05	Solid Tissue Normal
72a19c6a-d60b-4900-9667-469eeff28dfa	5d3444ae-654b-4a28-809e-5bc047f5ae09.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-01898	C3N-01898-04	Primary Tumor
2d1535a5-b358-40cf-a6a8-e77fc7f3f0ff	d5494358-19e7-4b54-8c2e-342f547a36e5.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02765	C3N-02765-02	Primary Tumor
28803097-586f-46fc-8a65-c280c504baed	22a9a8b4-4663-453c-a2e5-4acf366b3ce4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-03388	C3L-03388-02	Primary Tumor
6ffb1c12-d6fd-45e3-8351-7e956b2bf544	4b982eb5-dd33-4562-8945-7540c7c85dfd.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02765	C3N-02765-03	Solid Tissue Normal
fa42344f-f780-4f38-bbdc-a1ab3914972e	89892806-5178-4fb4-8d41-8ceedf934228.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02765	C3N-02765-02	Primary Tumor
8802a092-5878-4805-afcc-f7c00cf723e1	2b7911ee-4714-4669-8c3a-7cf3a6c153dc.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-07032	C3L-07032-01	Solid Tissue Normal
93bea9f3-d452-444c-aca3-c9e8aaa5a047	316f8f14-f228-482c-a54d-03b476620630.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-03780	C3N-03780-01	Primary Tumor
b01c74d4-478f-4a8a-9521-3f207a81f0bf	f7a96787-1062-42a9-9339-36e2836000d0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-03440	C3N-03440-04	Solid Tissue Normal
510d1396-32da-42ec-8926-00aa595d208f	641e23bf-657a-45b9-8201-b149170224e3.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02754	C3N-02754-01	Primary Tumor
94b612cd-8682-495c-be3a-64cf21aa5511	c49f1842-78f8-476c-9c3e-800521e71eb6.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-07037	C3L-07037-01	Solid Tissue Normal
